workerid,proliferate.condition,base_image,category,edit_type,level,novel_word,perturbed_image,rating,response_time_ms,stimulus_id,error
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,remove,5,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/remove/checkerboard_tv-remote_5.png,1,2533,checkerboard_tv-remote,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/crystal_telescope.png,modified/shape-shape,texture,17,drublit,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/texture/crystal_telescope_17.png,1,1278,crystal_telescope,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,background,19,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/horse_19.png,5,2049,horse,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/dolphin.png,,,,blick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,1,1419,attention_check_2,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,style,14,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/style/horse_14.png,1,1442,horse,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_16.png,novel,style,20,sdrindle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/style/shape_16_20.png,1,981,shape_16,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,remove,11,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_11_11.png,1,867,shape_11,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,background,8,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/corkscrew_8.png,5,2979,corkscrew,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,color,2,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/color/shape_28_2.png,7,2349,shape_28,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_11.png,novel,remove,19,scradge,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_11_19.png,1,1678,shape_11,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_13.png,novel,color,8,wrimble,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/color/shape_13_8.png,1,949,shape_13,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,remove,8,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/remove/corkscrew_8.png,1,1597,corkscrew,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/bee.png,known,background,5,snavish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/bee_5.png,1,1067,bee,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,shape,5,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/shape/checkerboard_tv-remote_5.png,1,2046,checkerboard_tv-remote,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/drone_dagger.png,modified/shape-shape,shape,20,zornett,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/shape/drone_dagger_20.png,1,1797,drone_dagger,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_24.png,novel,add,20,vraxel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/add/shape_24_20.png,1,902,shape_24,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/bee.png,known,add,14,snavish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/bee_14.png,1,1113,bee,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,,,,pon,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,1,948,attention_check_3,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,style,17,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/style/checkerboard_tv-remote_17.png,1,1398,checkerboard_tv-remote,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,shape,5,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/golden-retriever_5.png,1,1016,golden-retriever,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/dolphin.png,known,add,8,thrimple,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/dolphin_8.png,7,1564,dolphin,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,known,texture,20,wrivlet,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/texture/rabbit_20.png,3,2481,rabbit,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,known,style,8,wrivlet,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/style/rabbit_8.png,5,2217,rabbit,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tiger.png,modified/shape-texture,color,20,clentrel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/color/checkerboard_tiger_20.png,7,1614,checkerboard_tiger,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,background,8,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/background/checkerboard_tv-remote_8.png,7,2448,checkerboard_tv-remote,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,color,8,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/color/shape_28_8.png,7,1768,shape_28,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,known,add,2,wrivlet,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/rabbit_2.png,4,2895,rabbit,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,texture,2,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/texture/corkscrew_2.png,7,1696,corkscrew,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_24.png,novel,texture,20,vraxel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/texture/shape_24_20.png,1,1765,shape_24,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,texture,19,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/texture/checkerboard_tv-remote_19.png,1,883,checkerboard_tv-remote,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/bee.png,known,add,8,snavish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/bee_8.png,1,784,bee,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,,,,neb,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,1,928,attention_check_4,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,style,5,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/style/checkerboard_tv-remote_5.png,1,1165,checkerboard_tv-remote,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,background,20,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/corkscrew_20.png,5,2515,corkscrew,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/bird-feathers_saxophone.png,modified/shape-texture,add,17,plonwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/add/bird-feathers_saxophone_17.png,1,1247,bird-feathers_saxophone,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tiger.png,modified/shape-texture,shape,11,clentrel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/shape/checkerboard_tiger_11.png,1,898,checkerboard_tiger,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_19.png,novel,texture,14,frentish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/texture/shape_19_14.png,1,783,shape_19,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,color,20,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/color/horse_20.png,5,2531,horse,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/bee.png,known,remove,14,snavish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/remove/bee_14.png,1,1417,bee,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/bird-feathers_saxophone.png,modified/shape-texture,texture,5,plonwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/texture/bird-feathers_saxophone_5.png,1,781,bird-feathers_saxophone,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tiger.png,modified/shape-texture,background,8,clentrel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/background/checkerboard_tiger_8.png,5,1867,checkerboard_tiger,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,texture,17,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/texture/checkerboard_tv-remote_17.png,1,1247,checkerboard_tv-remote,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,shape,14,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/corkscrew_14.png,1,1200,corkscrew,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_13.png,novel,texture,5,wrimble,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/texture/shape_13_5.png,1,880,shape_13,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/dolphin.png,,,,rav,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,1,2048,attention_check_5,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,shape,20,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/corkscrew_20.png,1,981,corkscrew,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/bee.png,known,color,19,snavish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/color/bee_19.png,5,1515,bee,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,shape,2,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/horse_2.png,5,1033,horse,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,style,8,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/style/shape_28_8.png,5,896,shape_28,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/drone_dagger.png,modified/shape-shape,shape,8,zornett,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/shape/drone_dagger_8.png,1,1419,drone_dagger,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,style,11,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/style/horse_11.png,5,1646,horse,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,color,8,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/color/corkscrew_8.png,7,1484,corkscrew,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_13.png,novel,remove,17,wrimble,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_13_17.png,1,1079,shape_13,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,remove,19,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_28_19.png,1,766,shape_28,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/drone_dagger.png,modified/shape-shape,texture,11,zornett,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/texture/drone_dagger_11.png,1,797,drone_dagger,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,remove,14,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/remove/checkerboard_tv-remote_14.png,1,920,checkerboard_tv-remote,
205,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,remove,17,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_28_17.png,1,1813,shape_28,
205,Group 8,,,,,,,,1598,,
187,Group 8,,,,,,,,,,
187,Group 8,,,,,,,,8656,,
187,Group 8,,,,,,,,13975,,
187,Group 8,,,,,,,7,7231,,
187,Group 8,,,,,,,1,3679,,
187,Group 8,,,,,,,5,6023,,
187,Group 8,,,,,,,,2207,,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/crystal_telescope.png,modified/shape-shape,shape,8,drublit,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/shape/crystal_telescope_8.png,5,7015,crystal_telescope,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tiger.png,modified/shape-texture,shape,11,clentrel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/shape/checkerboard_tiger_11.png,7,6014,checkerboard_tiger,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/crystal_telescope.png,modified/shape-shape,texture,17,drublit,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/texture/crystal_telescope_17.png,7,3383,crystal_telescope,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,shape,5,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/shape/checkerboard_tv-remote_5.png,6,4535,checkerboard_tv-remote,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,background,19,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/horse_19.png,7,4703,horse,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,texture,19,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/texture/checkerboard_tv-remote_19.png,6,9455,checkerboard_tv-remote,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,known,shape,5,froatne,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/golden-retriever_5.png,4,7671,golden-retriever,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_13.png,novel,style,5,wrimble,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/style/shape_13_5.png,6,4487,shape_13,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/bee.png,known,add,14,snavish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/add/bee_14.png,6,7080,bee,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/bird-feathers_saxophone.png,modified/shape-texture,texture,5,plonwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/texture/bird-feathers_saxophone_5.png,7,4199,bird-feathers_saxophone,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,remove,17,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_28_17.png,1,3903,shape_28,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_16.png,novel,style,20,sdrindle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/style/shape_16_20.png,1,3671,shape_16,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,shape,20,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/shape/corkscrew_20.png,5,9296,corkscrew,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/golden-retriever.png,,,,toma,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,1,2198,attention_check_1,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/bee.png,known,background,5,snavish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/bee_5.png,7,6391,bee,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,color,5,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/color/corkscrew_5.png,7,3511,corkscrew,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,background,20,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/background/corkscrew_20.png,7,4768,corkscrew,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,color,2,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/color/shape_28_2.png,7,2807,shape_28,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tiger.png,modified/shape-texture,color,20,clentrel,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/color/checkerboard_tiger_20.png,7,4887,checkerboard_tiger,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_13.png,novel,remove,17,wrimble,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_13_17.png,1,3599,shape_13,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/bee.png,known,remove,14,snavish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/remove/bee_14.png,1,2015,bee,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/crystal_telescope.png,modified/shape-shape,background,20,drublit,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/background/crystal_telescope_20.png,7,4631,crystal_telescope,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,remove,8,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/remove/corkscrew_8.png,1,2623,corkscrew,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_28.png,novel,remove,19,frostling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_28_19.png,1,1662,shape_28,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/shape_19.png,novel,remove,20,frentish,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/novel/remove/shape_19_20.png,4,4464,shape_19,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/corkscrew.png,known,color,8,vorthling,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/color/corkscrew_8.png,7,1831,corkscrew,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/drone_dagger.png,modified/shape-shape,texture,11,zornett,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-shape/texture/drone_dagger_11.png,7,2663,drone_dagger,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/dolphin.png,,,,blick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/rabbit.png,1,1743,attention_check_2,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/horse.png,known,color,20,skelwick,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/known/color/horse_20.png,7,2479,horse,
187,Group 8,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/checkerboard_tv-remote.png,modified/shape-texture,style,5,grestle,https://raw.githubusercontent.com/adadtur/nvrd-sample/master/modified-shape-texture/style/checkerboard_tv-remote_5.png,7,3695,checkerboard_tv-remote,
